taskid|category|country|state|city|varname|comment
19136691|Getting Electricity|United States|West Virginia|Charleston|Cost as a Percent of Income per Capita|"Comments
Mark All as Read
Sort by Date
1. Tara Dash (Center for the Study of Economic Liberty)   Sun Jan 27th, 2:57PM
Copied to 1 person
Per Capita Income: $33,383

Price of Electricity (US cents per kW/hr): 9.85¢
kW hrs per yr: 322,560
Cost of Electricity per yr: ($0.0985)(322,560) = $31,772.16

Cost as a % of Income per Capita: $31,772.16 / $33,383 = 95.17%

Source:
https://www.census.gov/quickfacts/fact/table/charlestoncitywestvirginia/PST045218
https://www.electricitylocal.com/states/west-virginia/

2. Tara Dash (Center for the Study of Economic Liberty)   Sun Jan 27th, 3:16PM New
Copied to 1 person
Per Capita Income: $33,383

Cost of Electricity (US cents per kW hr): 9.85¢
kW hrs per yr: 322,560
Cost of Electricity per yr: ($0.0985)(322,560) = $31,772.16

Cost of % of Income per Capita: $31,772.16 / $33,383 = 95.17%

Source:
https://www.census.gov/quickfacts/fact/table/charlestoncitywestvirginia/PST045218
https://www.electricitylocal.com/states/west-virginia/
Add your comment here"
19056340|Getting Electricity|United States|Virginia|Virginia Beach|Cost as a Percent of Income per Capita|"Comments
1. Tara Dash (Center for the Study of Economic Liberty)   Sat Jan 26th, 4:25PM
Copied to 1 person
Per Capita Income: $34,607

Price of Electricity (US Cents per kW hr): 6.4¢
kW hrs per yr: 322,560
Cost of Electricity per yr: ($0.064)(322,560) = $20,643.84

Cost as % of Income per Capita: $20,643.84 / $34,607 = 59.65%

Source:
https://www.census.gov/quickfacts/virginiabeachcityvirginiacounty
https://www.yesvirginiabeach.com/resources/Pages/Utility-Providers.aspx
Add your comment here"
19056035|Getting Electricity|United States|California|San Jose|Time in Calendar Days|"Comments
Mark All as Read
1. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 3:16PM New
Copied to 1 person
Minimum 6 days, but no time estimates given

https://www.pge.com/includes/docs/pdfs/mybusiness/customerservice/startstop/newconstruction/processguide/processguide.pdf
https://www.pge.com/includes/docs/pdfs/mybusiness/customerservice/startstop/newconstruction/greenbook/servicerequirements/greenbook_manual_full.pdf
Add your comment here"
19056034|Getting Electricity|United States|California|San Jose|Number of Procedures|"Comments
Mark All as Read
1. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:59PM New
Copied to 1 person
6 procedures

1. Apply for service online
2. Field Meeting
3. Engineering Phase
4. Payment and Sign Contract
5. Finish Construction to prepare for installation
6. Install Meter

https://www.pge.com/includes/docs/pdfs/mybusiness/customerservice/startstop/newconstruction/processguide/processguide.pdf
Add your comment here"
18981697|Getting Electricity|United States|Denver|Colorado|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Anamita Anuva (Center for the Study of Economic Liberty)   Tue Oct 23rd, 2018 4:56PM
Copied to 2 people
Cost as a % of income per capita: 5388/61105= 8.73%

Average commercial electricity cost= $449x12= 5388
Average income= 61105

Sources:
1. Electricity cost: https://www.electricitylocal.com/states/colorado/
2. Avg income: https://datausa.io/profile/geo/denver-co/

2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:03PM
Copied to 1 person
UPDATE:
Cost as % of income per capita: 75.78%

Price of Electricity (c/kWh): 9.16¢/kWh

Per year = .0916*322,560 = $29,546.50

Income per capita: $38,991

https://www.census.gov/quickfacts/denvercountycolorado
https://www.electricitylocal.com/states/colorado/denver/
Add your comment here"
18981696|Getting Electricity|United States|Denver|Colorado|Time in Calendar Days|"Comments
1. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 1:18PM
Copied to 1 person
91.31 to 182.62 days

(3 to 6 months, no specific times are given for each step)

https://www.xcelenergy.com/start,_stop,_transfer/installing_and_connecting_service/planning_your_project
https://www.xcelenergy.com/staticfiles/xe-responsive/Working%20With%20Us/Renewable%20Developers/XcelEnergy-Standard-For-Electric-Installation-and-Use.pdf


Add your comment here"
19056152|Getting Electricity|United States|Michigan|Grand Rapids|Time in Calendar Days|"Comments
1. Jessica Carter (Center for the Study of Economic Liberty)   Thu Jan 24th, 10:47PM
Copied to 1 person
1. Eligibility Check (seems to be a personal checklist the owner can go through) (0.5 days)
2. Obtain, Complete and Submit a Pre-Notification Incentive Application (online form to be filled out) (0.5 days)
3. Project Installation (doesn't give a specific timeline) (1 day)
4. Assemble required documentation (0.5 days)
5. Obtain, Complete and Submit a Final Application (0.5 days)
6. Final Application Review (0.5 days)
7. Measurement and Verification (unknown)

Source
https://www.consumersenergy.com/-/media/CE/Documents/Energy%20Efficiency/business/policies-and-procedures.ashx?la=en&hash=7E98E3C9D80800A443CAEAE55EF4264C70EF534D
Add your comment here"
19056151|Getting Electricity|United States|Michigan|Grand Rapids|Number of Procedures|"Comments
Mark All as Read
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Tue Jan 22nd, 9:45AM New
Copied to 1 person
It seems like just an online application through the electric companies website? Not 100% about this one though

Source

https://www.newlook.dteenergy.com/commercial/mimo-start/
2. Jessica Carter (Center for the Study of Economic Liberty)   Thu Jan 24th, 9:13PM New
Copied to 1 person
Last answer was wrong the correct procedure is:

1. Eligibility Check
2. Obtain, Complete and Submit a Pre-Notification Incentive Application
3. Project Installation
4. Assemble required documentation
5. Obtain, Complete and Submit a Final Application
6. Final Application Review
7. Measurement and Verification

Source
https://www.consumersenergy.com/-/media/CE/Documents/Energy%20Efficiency/business/policies-and-procedures.ashx?la=en&hash=7E98E3C9D80800A443CAEAE55EF4264C70EF534D
Add your comment here"
19136709|Getting Electricity|Canada|Alberta|Edmonton|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 2:19PM
Copied to 1 person
Rate Cap: 2.24%
Regular: 2.55%

Price*20,000
Rate cap = 20,000*.051 = 1,020 USD
Regular = 20,000*.058 = 1,160 USD
Income per Capita = 45,450.88 USD

Sources:
https://www.calgaryeconomicdevelopment.com/dmsdocument/87
http://www.auc.ab.ca/Pages/current-rates-electric.aspx
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 3:37PM
Copied to 1 person
UPDATE with 322,560 kWh per year:
Rate Cap: 36.19%
Regular: 41.16%

Rate Cap: Price*322,560 = 16,450.56
Regular: Price*322,560 = 18,708.48
Add your comment here"
19056036|Getting Electricity|United States|California|San Jose|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 2:14PM
Copied to 1 person
Commercial: 6.99%
Industrial: 4.46%

Price*20,000:
Commercial = 20,000*.1408 = $2,816
Industrial = 20,000*.0898 = $1,796
Income per capita = $40,275

Source:
https://www.census.gov/quickfacts/fact/table/sanjosecitycalifornia,US/PST045217
https://www.electricitylocal.com/states/california/san-jose/
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:07PM
Copied to 1 person
UPDATE using 322,560 kWh/year, commercial pricing: 112.77%

Price*322560 = 45,416.45
Add your comment here"
19056042|Getting Electricity|United States|Connecticut|Bridgeport|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 2:09PM
Copied to 1 person
Commercial: 7.52%
Industrial: 6.37%

Price*20,000
Commercial = 20,000*.0857 = $1,714
Industrial = 20,000*.0726 = $1,452
Income per capita = $22,806

Sources:
https://www.electricitylocal.com/states/connecticut/bridgeport/
https://www.census.gov/quickfacts/bridgeportcityconnecticut
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:08PM
Copied to 1 person
UPDATE using 322,560 kWh/year, commercial pricing: 121.21%

Price*322560 = 27,643.39
Add your comment here"
19136673|Getting Electricity|United States|Delaware|Wilmington|Cost as a Percent of Income per Capita|"Comments
Mark All as Read
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 2:05PM New
Copied to 1 person
Commercial: 3.2%
Industrial: 0.73%

Price(c/kWh)*20,000:
Commercial= 20,000*.0435 = 870
Industrial= 20,000*.0099 = 198
Income per capita: $27,062

Sources:
https://www.census.gov/quickfacts/wilmingtoncitydelaware
https://www.electricitylocal.com/states/delaware/wilmington/
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:10PM New
Copied to 1 person
UPDATE using 322,560 kWh/year, commercial pricing: 51.85%

Price*322560 = 14,031.36
3. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 10:55AM
Price of Electricity (US Cents per Kilowatt-Hour): 4.35¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0435*322,560) = $14,031.36 USD
----------------------------------------------------------------------------------
Income per Capita of Wilmington, Delaware (Nov 15, 2017): $27,062.00 USD
Source: https://www.census.gov/quickfacts/fact/table/wilmingtoncitydelaware/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($14,031.36 / $27,062.00) = 51.85%***

Just double-checking. Great work! :D
Add your comment here"
19056054|Getting Electricity|United States|Florida|Jacksonville|Cost as a Percent of Income per Capita|"Comments
Mark All as Read
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 2:01PM New
Copied to 1 person
Commercial: 9.35%
Industrial: 4.3%

Price(c/kWh)*20,000:
Commercial = 20,000*.1285 = $2,570
Industrial = 20,000*.0591 = $1,182
Income per Capita = $27,486

Sources:
https://www.electricitylocal.com/states/florida/jacksonville/
https://www.census.gov/quickfacts/fact/table/jacksonvillecityflorida/PST045217
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:11PM New
Copied to 1 person
UPDATE using 322,560 kWh/year, commercial pricing: 150.8%

Price*322560 = 41,448.96
Add your comment here"
19056060|Getting Electricity|United States|Florida|Miami|Cost as a Percent of Income per Capita|"Comments
Mark All as Read
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 1:57PM New
Copied to 1 person
Commercial: 6.96%
Industrial: 5.47%

Price (c/kWh) *20,000:
Commercial = 20,000*.0872 = 1,744
Industrial = 20,000*.0686 = 1,372
Income Per Capita: $25,067

Sources:
https://www.electricitylocal.com/states/florida/miami/
https://www.census.gov/quickfacts/fact/table/miamicityflorida/PST045217
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:12PM New
Copied to 1 person
UPDATE using 322,560 kWh/year, commercial pricing: 112.21%

Price*322560 = 28,127
Add your comment here"
19056066|Getting Electricity|United States|Florida|Orlando|Cost as a Percent of Income per Capita|"Comments
Mark All as Read
Sort by Date
1. Ashley Marrs (Center for the Study of Economic Liberty)   Wed Jan 23rd, 1:52PM New
Copied to 1 person
Cost as Percent of Income Per Capita:
Commercial: 6.67%
Industrial: 5.72%

Price (c/kWh) = 9.38 (commercial), 8.04 (industrial)
Commercial: 20,000*.0938 = $1,876
Industrial: 20,000*.0804 = $1,608
Income per capita = $28,117
Sources:
https://www.census.gov/quickfacts/orlandocityflorida
https://www.electricitylocal.com/states/florida/orlando/
2. Ashley Marrs (Center for the Study of Economic Liberty)   Fri Jan 25th, 2:12PM New
Copied to 1 person
UPDATE using 322,560 kWh/year, commercial pricing: 107.61%

Price*322560 = 30,256.13
Add your comment here"
19056202|Getting Electricity|United States|New Jersey|Newark|8)|"Comments
Add your comment here"
19056208|Getting Electricity|United States|New Mexico|Albuquerque|8)|"Comments
Add your comment here"
19056214|Getting Electricity|United States|New York|Buffalo|8)|"Comments
Add your comment here"
19056220|Getting Electricity|United States|New York|New York City|8)|"Comments
Add your comment here"
19056226|Getting Electricity|United States|New York|Rochester|8)|"Comments
Add your comment here"
19056232|Getting Electricity|United States|North Carolina|Charlotte|8)|"Comments
Add your comment here"
19056238|Getting Electricity|United States|North Dakota|Fargo|8)|"Comments
Add your comment here"
19056244|Getting Electricity|United States|Ohio|Cleveland|8)|"Comments
Add your comment here"
19056250|Getting Electricity|United States|Ohio|Columbus|8)|"Comments
Add your comment here"
19056256|Getting Electricity|United States|Oklahoma|Oklahoma City|8)|"Comments
Add your comment here"
19056262|Getting Electricity|United States|Oregon|Portland|8)|"Comments
Add your comment here"
19056268|Getting Electricity|United States|Pennsylvania|Philadelphia|8)|"Comments
Add your comment here"
19056274|Getting Electricity|United States|Pennsylvania|Pittsburgh|8)|"Comments
Add your comment here"
19056280|Getting Electricity|United States|Rhode Island|Providence|8)|"Comments
Add your comment here"
19056287|Getting Electricity|United States|South Carolina|Charleston|8)|"Comments
Add your comment here"
19056293|Getting Electricity|United States|South Dakota|Sioux Falls|8)|"Comments
Add your comment here"
19056299|Getting Electricity|United States|Tennessee|Nashville|8)|"Comments
Add your comment here"
19056305|Getting Electricity|United States|Texas|Austin|8)|"Comments
Add your comment here"
19056311|Getting Electricity|United States|Texas|Dallas|8)|"Comments
Add your comment here"
19056317|Getting Electricity|United States|Texas|Houston|8)|"Comments
Add your comment here"
19056323|Getting Electricity|United States|Texas|San Antonio|8)|"Comments
Add your comment here"
19056329|Getting Electricity|United States|Utah|Salt Lake City|8)|"Comments
Add your comment here"
19056335|Getting Electricity|United States|Virginia|Arlington|8)|"Comments
Add your comment here"
19056341|Getting Electricity|United States|Virginia|Virginia Beach|8)|"Comments
Add your comment here"
19058108|Getting Electricity|United States|Washington|Seattle|8)|"Comments
Add your comment here"
19058115|Getting Electricity|United States|Wisconsin|Milwaukee|8)|"Comments
Add your comment here"
19136680|Getting Electricity|United States|Maine|Portland|8)|"Comments
Add your comment here"
19136686|Getting Electricity|United States|Vermont|Burlington|8)|"Comments
Add your comment here"
19136692|Getting Electricity|United States|West Virginia|Charleston|8)|"Comments
Add your comment here"
19056220|Getting Electricity|United States|New York|New York City|8)|"Comments
Add your comment here"
19056226|Getting Electricity|United States|New York|Rochester|8)|"Comments
Add your comment here"
19056232|Getting Electricity|United States|North Carolina|Charlotte|8)|"Comments
Add your comment here"
19056238|Getting Electricity|United States|North Dakota|Fargo|8)|"Comments
Add your comment here"
19056244|Getting Electricity|United States|Ohio|Cleveland|8)|"Comments
Add your comment here"
19056250|Getting Electricity|United States|Ohio|Columbus|8)|"Comments
Add your comment here"
19056256|Getting Electricity|United States|Oklahoma|Oklahoma City|8)|"Comments
Add your comment here"
19056262|Getting Electricity|United States|Oregon|Portland|8)|"Comments
Add your comment here"
19056268|Getting Electricity|United States|Pennsylvania|Philadelphia|8)|"Comments
Add your comment here"
19056274|Getting Electricity|United States|Pennsylvania|Pittsburgh|8)|"Comments
Add your comment here"
19056280|Getting Electricity|United States|Rhode Island|Providence|8)|"Comments
Add your comment here"
19056287|Getting Electricity|United States|South Carolina|Charleston|8)|"Comments
Add your comment here"
19056293|Getting Electricity|United States|South Dakota|Sioux Falls|8)|"Comments
Add your comment here"
19056299|Getting Electricity|United States|Tennessee|Nashville|8)|"Comments
Add your comment here"
19056305|Getting Electricity|United States|Texas|Austin|8)|"Comments
Add your comment here"
19056311|Getting Electricity|United States|Texas|Dallas|8)|"Comments
Add your comment here"
19056317|Getting Electricity|United States|Texas|Houston|8)|"Comments
Add your comment here"
19056323|Getting Electricity|United States|Texas|San Antonio|8)|"Comments
Add your comment here"
19056329|Getting Electricity|United States|Utah|Salt Lake City|8)|"Comments
Add your comment here"
19056335|Getting Electricity|United States|Virginia|Arlington|8)|"Comments
Add your comment here"
19136722|Getting Electricity|Canada|Manitoba|Winnipeg|8)|"Comments
Add your comment here"
19136741|Getting Electricity|Canada|Nova Scotia|Halifax|8)|"Comments
Add your comment here"
19136753|Getting Electricity|Canada|Ontario|Ottawa|8)|"Comments
Add your comment here"
19136765|Getting Electricity|Canada|Saskatchewan|Saskatoon|8)|"Comments
Add your comment here"
19056061|Getting Electricity|United States|Florida|Miami|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:43AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
19056055|Getting Electricity|United States|Florida|Jacksonville|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:43AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
19136674|Getting Electricity|United States|Delaware|Wilmington|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:43AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
19056043|Getting Electricity|United States|Connecticut|Bridgeport|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:42AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
19056037|Getting Electricity|United States|California|San Jose|8)|"Comments
Sort by Date
1. Anamita Anuva (Center for the Study of Economic Liberty)   Sun Nov 25th, 2018 11:38PM
Copied to 1 person
Index: 8
SAIDI: 90 minutes/year
SAIFI: .873 outages/year
Index: 3
SCADA: 1
Restore: 1
reliability of supply: 1
tariff information: 1
compensation: 1

Sources:
https://www.etcc-ca.com/sites/default/files/OLD/images/pge_water_scada_technology_opportunities_report_final.pdf
http://www.cpuc.ca.gov/uploadedfiles/cpuc_public_website/content/about_us/organization/divisions/policy_and_planning/ppd_work/ppd_work_products_(2014_forward)/ppd%20reliability%20review.pdf
https://www.eia.gov/todayinenergy/detail.php?id=27892
https://www.pge.com/tariffs/rateinfo.shtml
https://abc7news.com/home/7-on-your-side-helps-customer-get-pg-e-refund-due-to-power-outage/1125419/
2. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:42AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
19136710|Getting Electricity|Canada|Alberta|Edmonton|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:42AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
18981095|Getting Electricity|United States|Alabama|Birmingham|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:41AM
Copied to 1 person
ignoring data collection for version one of doing business north america report
Add your comment here"
19136704|Getting Electricity|Canada|Alberta|Calgary|8)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Tue Jan 22nd, 11:41AM
ignoring data collection for version one of doing business north america report
Add your comment here"
19056154|Getting Electricity|United States|Michigan|Grand Rapids|8)|"Comments
Add your comment here"
19056160|Getting Electricity|United States|Minnesota|Minneapolis|8)|"Comments
Add your comment here"
19056166|Getting Electricity|United States|Mississippi|Jackson|8)|"Comments
Add your comment here"
19056172|Getting Electricity|United States|Missouri|St. Louis|8)|"Comments
Add your comment here"
19056178|Getting Electricity|United States|Montana|Billings|8)|"Comments
Add your comment here"
19056184|Getting Electricity|United States|Nebraska|Omaha|8)|"Comments
Add your comment here"
19056190|Getting Electricity|United States|Nevada|Las Vegas|8)|"Comments
Add your comment here"
19056196|Getting Electricity|United States|New Hampshire|Manchester|8)|"Comments
Add your comment here"
19056195|Getting Electricity|United States|New Hampshire|Manchester|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Tue Jan 22nd, 9:14AM
Copied to 1 person
Average Cost: 9.56 cents
Average use: 20,000 kw/ hr

20,000* 0.0956= 1912

1912/29,681= 0.0644

Source
https://www.electricitylocal.com/states/new-hampshire/manchester/
https://www.census.gov/quickfacts/manchestercitynewhampshire
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses

2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:37PM
Price of Electricity (US Cents per Kilowatt-Hour): 9.56¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0956*322,560) = $30,836.74 USD
----------------------------------------------------------------------------------
Income per Capita of Manchester, New Hampshire (Nov 15, 2017): $29,681.00 USD
Source: https://www.census.gov/quickfacts/fact/table/manchestercitynewhampshire/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($30,836.74 / $29,681.00) = 103.89%***
Add your comment here"
19136675|Getting Electricity|United States|Delaware|Wilmington|Hour)|"Comments
Mark All as Read
1. Ashley Marrs (Center for the Study of Economic Liberty)   Mon Jan 21st, 5:49PM New
Copied to 1 person
4.35 cents/kWh

Source:
https://www.electricitylocal.com/states/delaware/wilmington/
Add your comment here"
19136711|Getting Electricity|Canada|Alberta|Edmonton|Hour)|"Comments
Mark All as Read
1. Ashley Marrs (Center for the Study of Economic Liberty)   Mon Jan 21st, 5:47PM New
Copied to 1 person
5.1 US cents/kWh (rate cap) [6.8 CA cents/kWh]
5.8 US cents/kWh (actual) [7.73 CA cents/kWh]

Source:
http://www.auc.ab.ca/Pages/current-rates-electric.aspx
Add your comment here"
19056189|Getting Electricity|United States|Nevada|Las Vegas|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 9:00PM
Copied to 1 person
Average Cost: 8.43 cents
Average use: 20,000 kw/ hr

20,000*0.0843=1,686

1,686/27,650= 0.061

Source
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses
https://www.electricitylocal.com/states/nevada/las-vegas/
https://www.census.gov/quickfacts/fact/table/lasvegascitynevada/PST045217
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:35PM
Price of Electricity (US Cents per Kilowatt-Hour): 8.43¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0843*322,560) = $27,191.81 USD
----------------------------------------------------------------------------------
Income per Capita of Las Vegas, Nevada (Nov 15, 2017): $27,650.00 USD
Source: https://www.census.gov/quickfacts/fact/table/lasvegascitynevada/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($27,191.81 / $27,650.00) = 98.34%***
Add your comment here"
19056183|Getting Electricity|United States|Nebraska|Omaha|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 8:50PM
Copied to 1 person
Average cost 8.4 cents
Average use 20,000 kw/ hr

20,000*0.084= 1,680

1,680/30,222 = 0.056

Source
https://www.electricitylocal.com/states/nebraska/omaha/
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses
https://www.census.gov/quickfacts/fact/table/omahacitynebraska/PST045217
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:33PM
Price of Electricity (US Cents per Kilowatt-Hour): 8.4¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0840*322,560) = $27,095.04 USD
----------------------------------------------------------------------------------
Income per Capita of San Diego, California (Nov 15, 2017): $30,222.00 USD
Source: https://www.census.gov/quickfacts/fact/table/omahacitynebraska/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($27,095.04 / $30,222.00) = 89.65%***
Add your comment here"
19056177|Getting Electricity|United States|Montana|Billings|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 8:34PM
Copied to 1 person
Average cost: 10.74 cents
Average use: 20,000 kw/hr

20,000*.1074= 2,148

2,148/31,854=0.067

Source
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses
https://www.electricitylocal.com/states/montana/billings/
https://www.census.gov/quickfacts/fact/table/billingscitymontana/INC110217
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:30PM
Price of Electricity (US Cents per Kilowatt-Hour): 10.74¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1074*322,560) = $34,642.94 USD
----------------------------------------------------------------------------------
Income per Capita of Billings, Montana (Nov 15, 2017): $31,854.00 USD
Source: https://www.census.gov/quickfacts/fact/table/billingscitymontana/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($34,642.94 / $31,854.00) = 108.76%***
Add your comment here"
19056171|Getting Electricity|United States|Missouri|St. Louis|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 8:18PM
Copied to 1 person
Average cost: 7.51 cents
Average use: 20,000 kw/ hr

20,000*0.0751= 1,502

1,502/26,739=0.056

Source
https://www.electricitylocal.com/states/missouri/saint-louis/
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses
https://www.census.gov/quickfacts/stlouiscitymissouri

2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:28PM
Price of Electricity (US Cents per Kilowatt-Hour): 7.51¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0751*322,560) = $24,224.26 USD
----------------------------------------------------------------------------------
Income per Capita of St. Louis, Missouri (Nov 15, 2017): $26,739.00 USD
Source: https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($24,224.26 / $26,739.00) = 90.60%***
Add your comment here"
19056165|Getting Electricity|United States|Mississippi|Jackson|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 8:02PM
Copied to 1 person
Average cost: 7.85 cents
Average use: 20,000 kw/ hr

20,000*0.0785=1,570

1,570/20,525= 0.076

Source
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses
https://www.electricitylocal.com/states/mississippi/jackson/
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:24PM
Price of Electricity (US Cents per Kilowatt-Hour): 7.85¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0785*322,560) = $25,320.96 USD
----------------------------------------------------------------------------------
Income per Capita of Jackson, Mississippi (Nov 15, 2017): $20,525 USD
Source: https://www.census.gov/quickfacts/fact/table/jacksoncitymississippi/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($25,320.96 / $20,525.00) = 123.37%***
Add your comment here"
19056159|Getting Electricity|United States|Minnesota|Minneapolis|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 7:45PM
Copied to 1 person
Cost: 8.73 cents
Average use: 20,000 kw/ hr

20,000 * .0873= $1746

$1746/ $35,259= 0.05

Source
https://www.makeitcheaper.com/business-energy/average-energy-usage-for-businesses
https://www.electricitylocal.com/states/minnesota/minneapolis/
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:18PM
Price of Electricity (US Cents per Kilowatt-Hour): 8.73¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0873*322,560) = $28,159.49 USD
----------------------------------------------------------------------------------
Income per Capita of Minneapolis, Minnesota (Nov 15, 2017): $35,259.00 USD
Source: https://www.census.gov/quickfacts/fact/table/minneapoliscityminnesota/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($28,159.49 / $35,259.00) = 79.86%***
Add your comment here"
19056173|Getting Electricity|United States|Missouri|St. Louis|Hour)|"Comments
Mark All as Read
1. Jessica Carter (Center for the Study of Economic Liberty)   Sun Jan 20th, 7:39PM New
Copied to 1 person
7.51 cents per kWh

Source
https://www.electricitylocal.com/states/missouri/saint-louis/
Add your comment here"
